image,iou,iou_optimal,gap,runtime
Tp_S_NNN_S_N_art10012_art10012_20096.jpg,0.4918,0.4918,0.0,0.83
Tp_S_NNN_S_N_art10016_art10016_20100.jpg,0.729,0.729,0.0,0.84
Tp_S_NNN_S_N_art10112_art10112_11559.jpg,0.8505,0.8505,0.0,0.853
Tp_S_NNN_S_N_art20004_art20004_01810.tif,0.4565,0.4565,0.0,0.862
Tp_S_NNN_S_N_art20010_art20010_01816.tif,0.9063,0.9063,0.0,0.897
Tp_S_NNN_S_N_art20011_art20011_01817.tif,0.6115,0.6115,0.0,0.848
Tp_S_NNN_S_N_art20012_art20012_01818.tif,0.8598,0.8598,0.0,0.858
Tp_S_NNN_S_N_art20018_art20018_01824.tif,0.8802,0.8802,0.0,0.865
Tp_S_NNN_S_N_art20024_art20024_01830.tif,0.9302,0.9302,0.0,0.845
Tp_S_NNN_S_N_art20024_art20024_02338.tif,0.941,0.941,0.0,0.855
Tp_S_NNN_S_N_art20027_art20027_01833.tif,0.9017,0.9017,0.0,0.848
Tp_S_NNN_S_N_art20029_art20029_01835.tif,0.8612,0.8612,0.0,0.844
Tp_S_NNN_S_N_art20030_art20030_01836.tif,0.886,0.886,0.0,0.837
Tp_S_NNN_S_N_art20033_art20033_01839.tif,0.775,0.775,0.0,0.842
Tp_S_NNN_S_N_art20034_art20034_01840.tif,0.7453,0.7453,0.0,0.834
Tp_S_NNN_S_N_art20035_art20035_01841.tif,0.9586,0.9586,0.0,0.879
Tp_S_NNN_S_N_art20036_art20036_01842.tif,0.9359,0.9359,0.0,0.996
Tp_S_NNN_S_N_art20039_art20039_01845.tif,0.8514,0.8514,0.0,0.821
Tp_S_NNN_S_N_art20041_art20041_01847.tif,0.5756,0.5756,0.0,0.836
Tp_S_NNN_S_N_art20042_art20042_01848.tif,0.8448,0.8448,0.0,0.885
Tp_S_NNN_S_N_art20044_art20044_01850.tif,0.9413,0.9413,0.0,0.88
Tp_S_NNN_S_N_art20051_art20051_02332.tif,0.945,0.945,0.0,0.879
Tp_S_NNN_S_N_art20054_art20054_01860.tif,0.6621,0.6621,0.0,0.856
Tp_S_NNN_S_N_art20054_art20054_02331.tif,0.4713,0.4713,0.0,0.849
Tp_S_NNN_S_N_art20063_art20063_01869.tif,0.5731,0.5731,0.0,0.85
Tp_S_NNN_S_N_art20069_art20069_01875.tif,0.7841,0.7841,0.0,0.867
Tp_S_NNN_S_N_art20072_art20072_01878.tif,0.7882,0.7882,0.0,0.866
Tp_S_NNN_S_N_art20074_art20074_01880.tif,0.9148,0.9148,0.0,0.854
Tp_S_NNN_S_N_art20077_art20077_01883.tif,0.5017,0.5017,0.0,0.84
Tp_S_NNN_S_N_art20080_art20080_01886.tif,0.7588,0.7588,0.0,0.838
Tp_S_NNN_S_N_art20084_art20084_01890.tif,0.8604,0.8604,0.0,0.854
Tp_S_NNN_S_N_art20085_art20085_01891.tif,0.4852,0.4852,0.0,0.834
Tp_S_NNN_S_N_art20088_art20088_01894.tif,0.6231,0.6231,0.0,0.845
Tp_S_NNN_S_N_art20088_art20088_02309.tif,0.8627,0.8627,0.0,0.865
Tp_S_NNN_S_N_cha00001_cha00001_00321.tif,0.7549,0.7549,0.0,0.856
Tp_S_NNN_S_N_cha00002_cha00002_00837.tif,0.6845,0.6845,0.0,0.832
Tp_S_NNN_S_N_cha00008_cha00008_11159.jpg,0.5866,0.5866,0.0,0.83
Tp_S_NNN_S_N_cha00008_cha00008_11160.jpg,0.8323,0.8323,0.0,0.864
Tp_S_NNN_S_N_cha00011_cha00011_00842.tif,0.6149,0.6149,0.0,0.856
Tp_S_NNN_S_N_cha00013_cha00013_00843.tif,0.9029,0.9029,0.0,0.877
Tp_S_NNN_S_N_cha00017_cha00017_00337.tif,0.8175,0.8175,0.0,0.856
Tp_S_NNN_S_N_cha00017_cha00017_00845.tif,0.76,0.76,0.0,0.841
Tp_S_NNN_S_N_cha00018_cha00018_00846.tif,0.93,0.93,0.0,0.858
Tp_S_NNN_S_N_cha00032_cha00032_00847.tif,0.0291,0.0291,0.0,0.831
Tp_S_NNN_S_N_cha00036_cha00036_00356.tif,0.7938,0.7938,0.0,0.836
Tp_S_NNN_S_N_cha00040_cha00040_00849.tif,0.8398,0.8398,0.0,0.835
Tp_S_NNN_S_N_cha00041_cha00041_00361.tif,0.6785,0.6785,0.0,0.866
Tp_S_NNN_S_N_cha00041_cha00041_00850.tif,0.7676,0.7676,0.0,0.844
Tp_S_NNN_S_N_cha00043_cha00043_00363.tif,0.8413,0.8413,0.0,0.87
Tp_S_NNN_S_N_cha00045_cha00045_00365.tif,0.8671,0.8671,0.0,0.87
Tp_S_NNN_S_N_cha00046_cha00046_00366.tif,0.7674,0.7674,0.0,0.855
Tp_S_NNN_S_N_cha00048_cha00048_00368.tif,0.4641,0.4641,0.0,0.852
Tp_S_NNN_S_N_cha00049_cha00049_00369.tif,0.4959,0.4959,0.0,0.831
Tp_S_NNN_S_N_cha00052_cha00052_00372.tif,0.8718,0.8718,0.0,0.851
Tp_S_NNN_S_N_cha00055_cha00055_00853.tif,0.833,0.833,0.0,0.854
Tp_S_NNN_S_N_cha00058_cha00058_00854.tif,0.694,0.694,0.0,0.858
Tp_S_NNN_S_N_cha00060_cha00060_00855.tif,0.8045,0.8045,0.0,0.868
Tp_S_NNN_S_N_cha00065_cha00065_00385.tif,0.4979,0.4979,0.0,0.838
Tp_S_NNN_S_N_cha00065_cha00065_00856.tif,0.7471,0.7471,0.0,0.846
Tp_S_NNN_S_N_cha00066_cha00066_10320.tif,0.4823,0.4823,0.0,0.855
Tp_S_NNN_S_N_cha00066_cha00066_10321.tif,0.9146,0.9146,0.0,0.888
Tp_S_NNN_S_N_cha00071_cha00071_00859.tif,0.923,0.923,0.0,0.867
Tp_S_NNN_S_N_cha00072_cha00072_00860.tif,0.7724,0.7724,0.0,0.852
Tp_S_NNN_S_N_cha00073_cha00073_00393.tif,0.8688,0.8688,0.0,0.848
Tp_S_NNN_S_N_cha00073_cha00073_00861.tif,0.8676,0.8676,0.0,0.836
Tp_S_NNN_S_N_cha00077_cha00077_00862.tif,0.489,0.489,0.0,0.838
Tp_S_NNN_S_N_cha00078_cha00078_00863.tif,0.2664,0.2664,0.0,0.839
Tp_S_NNN_S_N_cha00079_cha00079_00864.tif,0.6828,0.6828,0.0,0.854
Tp_S_NNN_S_N_cha00080_cha00080_00865.tif,0.891,0.891,0.0,0.864
Tp_S_NNN_S_N_cha00083_cha00083_00868.tif,0.8482,0.8482,0.0,0.865
Tp_S_NNN_S_N_cha00084_cha00084_00700.tif,0.8446,0.8446,0.0,0.85
Tp_S_NNN_S_N_cha00084_cha00084_00869.tif,0.8043,0.8043,0.0,0.845
Tp_S_NNN_S_N_cha00084_cha00084_10871.jpg,0.455,0.455,0.0,0.846
Tp_S_NNN_S_N_cha00085_cha00085_00870.tif,0.4433,0.4433,0.0,0.842
Tp_S_NNN_S_N_cha00089_cha00089_00871.tif,0.7613,0.7613,0.0,0.851
Tp_S_NNN_S_N_cha00094_cha00094_00873.tif,0.9223,0.9223,0.0,1.002
Tp_S_NNN_S_N_cha00095_cha00095_00874.tif,0.196,0.196,0.0,0.809
Tp_S_NNN_S_N_cha00099_cha00099_00876.tif,0.2365,0.2365,0.0,0.865
Tp_S_NNN_S_N_cha10114_cha10114_12175.jpg,0.8444,0.8444,0.0,0.859
Tp_S_NNN_S_N_cha10123_cha10123_12190.jpg,0.883,0.883,0.0,0.868
Tp_S_NNN_S_N_cha10135_cha10135_12205.jpg,0.9029,0.9029,0.0,0.819
Tp_S_NNN_S_N_cha10145_cha10145_12241.jpg,0.5013,0.5013,0.0,0.847
Tp_S_NNN_S_N_cha10151_cha10151_12219.jpg,0.461,0.461,0.0,0.845
Tp_S_NNN_S_N_cha10153_cha10153_12268.jpg,0.8251,0.8251,0.0,0.84
Tp_S_NNN_S_N_cha10165_cha10165_12244.jpg,0.6035,0.6035,0.0,0.836
Tp_S_NNN_S_N_cha10176_cha10176_12286.jpg,0.4274,0.4274,0.0,0.836
Tp_S_NNN_S_N_cha10190_cha10190_12430.jpg,0.1671,0.1671,0.0,0.853
Tp_S_NNN_S_N_cha10199_cha10199_12360.jpg,0.3841,0.3841,0.0,0.833
Tp_S_NNN_S_N_cha10206_cha10206_12344.jpg,0.6022,0.6022,0.0,0.839
Tp_S_NNN_S_N_cha20006_cha20006_02005.tif,0.8865,0.8865,0.0,0.855
Tp_S_NNN_S_N_cha20006_cha20006_02420.tif,0.8355,0.8355,0.0,0.865
Tp_S_NNN_S_N_cha20010_cha20010_02009.tif,0.7584,0.7584,0.0,0.838
Tp_S_NNN_S_N_cha20010_cha20010_02424.tif,0.4439,0.4439,0.0,0.83
Tp_S_NNN_S_N_cha20012_cha20012_02011.tif,0.8798,0.8798,0.0,0.855
Tp_S_NNN_S_N_cha20030_cha20030_02485.tif,0.805,0.805,0.0,0.839
Tp_S_NNN_S_N_cha20034_cha20034_02429.tif,0.724,0.724,0.0,0.845
Tp_S_NNN_S_N_cha20035_cha20035_02034.tif,0.4632,0.4632,0.0,0.836
Tp_S_NNN_S_N_cha20036_cha20036_02035.tif,0.55,0.55,0.0,0.83
Tp_S_NNN_S_N_cha20036_cha20036_02487.tif,0.3066,0.3066,0.0,0.837
Tp_S_NNN_S_N_cha20043_cha20043_02042.tif,0.6745,0.6745,0.0,0.841
Tp_S_NNN_S_N_cha20047_cha20047_02046.tif,0.6795,0.6795,0.0,0.836
Tp_S_NNN_S_N_cha20048_cha20048_02435.tif,0.6196,0.6196,0.0,0.844
Tp_S_NNN_S_N_ind00009_ind00009_01307.tif,0.3032,0.3032,0.0,0.847
Tp_S_NNN_S_N_ind00013_ind00013_00887.tif,0.5833,0.5833,0.0,0.838
Tp_S_NNN_S_N_ind00016_ind00016_01314.tif,0.6617,0.6617,0.0,0.851
Tp_S_NNN_S_N_ind00017_ind00017_00433.tif,0.8171,0.8171,0.0,0.858
Tp_S_NNN_S_N_ind00018_ind00018_10708.jpg,0.708,0.708,0.0,0.858
Tp_S_NNN_S_N_ind00024_ind00024_01320.tif,0.6529,0.6529,0.0,0.833
Tp_S_NNN_S_N_ind00025_ind00025_00440.tif,0.7764,0.7764,0.0,0.849
Tp_S_NNN_S_N_ind00026_ind00026_00441.tif,0.6131,0.6131,0.0,0.868
Tp_S_NNN_S_N_ind00027_ind00027_00442.tif,0.5015,0.5015,0.0,0.856
Tp_S_NNN_S_N_ind00029_ind00029_00896.tif,0.6695,0.6695,0.0,0.851
Tp_S_NNN_S_N_ind00029_ind00029_01322.tif,0.6017,0.6017,0.0,0.836
Tp_S_NNN_S_N_ind00032_ind00032_11060.jpg,0.0541,0.0541,0.0,0.828
Tp_S_NNN_S_N_ind00035_ind00035_10726.jpg,0.6013,0.6013,0.0,0.843
Tp_S_NNN_S_N_ind00040_ind00040_10880.jpg,0.7123,0.7123,0.0,0.85
Tp_S_NNN_S_N_ind00043_ind00043_00452.tif,0.4253,0.4253,0.0,0.84
Tp_S_NNN_S_N_ind00043_ind00043_10891.jpg,0.4826,0.4826,0.0,0.838
Tp_S_NNN_S_N_ind00044_ind00044_01334.tif,0.7168,0.7168,0.0,0.835
Tp_S_NNN_S_N_ind00051_ind00051_00458.tif,0.9295,0.9295,0.0,0.85
Tp_S_NNN_S_N_ind00053_ind00053_00903.tif,0.7881,0.7881,0.0,0.858
Tp_S_NNN_S_N_ind00058_ind00058_00906.tif,0.5068,0.5068,0.0,0.847
Tp_S_NNN_S_N_ind00059_ind00059_01348.tif,0.2857,0.2857,0.0,0.841
Tp_S_NNN_S_N_ind00060_ind00060_00907.tif,0.4128,0.4128,0.0,0.851
Tp_S_NNN_S_N_ind00061_ind00061_00908.tif,0.837,0.837,0.0,0.865
Tp_S_NNN_S_N_ind00061_ind00061_01350.tif,0.4706,0.4706,0.0,0.853
Tp_S_NNN_S_N_ind00063_ind00063_00909.tif,0.6682,0.6682,0.0,0.867
Tp_S_NNN_S_N_ind00063_ind00063_01351.tif,0.7102,0.7102,0.0,0.85
Tp_S_NNN_S_N_ind00063_ind00063_10703.jpg,0.5773,0.5773,0.0,0.839
Tp_S_NNN_S_N_ind00064_ind00064_00910.tif,0.7229,0.7229,0.0,0.848
Tp_S_NNN_S_N_ind00065_ind00065_01353.tif,0.7445,0.7445,0.0,0.844
Tp_S_NNN_S_N_ind00066_ind00066_01354.tif,0.6298,0.6298,0.0,0.836
Tp_S_NNN_S_N_ind00071_ind00071_10939.jpg,0.5657,0.5657,0.0,0.847
Tp_S_NNN_S_N_ind00074_ind00074_01361.tif,0.685,0.685,0.0,0.83
Tp_S_NNN_S_N_ind00074_ind00074_10683.jpg,0.7623,0.7623,0.0,0.845
Tp_S_NNN_S_N_ind00074_ind00074_10929.jpg,0.6935,0.6935,0.0,0.848
Tp_S_NNN_S_N_ind00076_ind00076_10682.jpg,0.6721,0.6721,0.0,0.862
Tp_S_NNN_S_N_ind00078_ind00078_10662.jpg,0.8046,0.8046,0.0,0.859
Tp_S_NNN_S_N_ind00080_ind00080_00478.tif,0.3766,0.3766,0.0,0.859
Tp_S_NNN_S_N_ind00080_ind00080_10668.jpg,0.3456,0.3456,0.0,0.853
Tp_S_NNN_S_N_ind00084_ind00084_01368.tif,0.771,0.771,0.0,0.842
Tp_S_NNN_S_N_ind00089_ind00089_01372.tif,0.4931,0.4931,0.0,0.85
Tp_S_NNN_S_N_ind00089_ind00089_10658.jpg,0.5541,0.5541,0.0,0.841
Tp_S_NNN_S_N_ind00093_ind00093_00916.tif,0.1777,0.1777,0.0,0.836
Tp_S_NNN_S_N_ind00094_ind00094_10654.jpg,0.9789,0.9789,0.0,1.083
Tp_S_NNN_S_N_ind00099_ind00099_01377.tif,0.5304,0.5304,0.0,0.799
Tp_S_NNN_S_N_ind00099_ind00099_10630.jpg,0.9527,0.9527,0.0,0.818
Tp_S_NNN_S_N_ind00100_ind00100_00917.tif,0.6984,0.6984,0.0,0.841
Tp_S_NNN_S_N_ind00100_ind00100_10632.jpg,0.6928,0.6928,0.0,0.842
Tp_S_NNN_S_N_ind20003_ind20003_01744.tif,0.582,0.582,0.0,0.844
Tp_S_NNN_S_N_ind20004_ind20004_01745.tif,0.7282,0.7282,0.0,0.834
Tp_S_NNN_S_N_ind20019_ind20019_02276.tif,0.7984,0.7984,0.0,0.861
Tp_S_NNN_S_N_ind20025_ind20025_01766.tif,0.9634,0.9634,0.0,0.869
Tp_S_NNN_S_N_ind20026_ind20026_01767.tif,0.7044,0.7044,0.0,0.855
Tp_S_NNN_S_N_ind20031_ind20031_01772.tif,0.6109,0.6109,0.0,0.846
Tp_S_NNN_S_N_ind20037_ind20037_01778.tif,0.6347,0.6347,0.0,0.836
Tp_S_NNN_S_N_ind20053_ind20053_02299.tif,0.4029,0.4029,0.0,0.841
Tp_S_NNN_S_N_ind20056_ind20056_01797.tif,0.7596,0.7596,0.0,0.833
Tp_S_NNN_S_N_ind20059_ind20059_02302.tif,0.7267,0.7267,0.0,0.83
Tp_S_NNN_S_N_ind20061_ind20061_01802.tif,0.571,0.571,0.0,0.846
Tp_S_NNN_S_N_ind20063_ind20063_01804.tif,0.7599,0.7599,0.0,0.855
Tp_S_NNN_S_N_ind20064_ind20064_02305.tif,0.4792,0.4792,0.0,0.836
Tp_S_NNN_S_N_nat00002_nat00002_11058.jpg,0.4425,0.4425,0.0,0.83
Tp_S_NNN_S_N_nat00005_nat00005_00625.tif,0.5462,0.5462,0.0,0.858
Tp_S_NNN_S_N_nat00008_nat00008_00628.tif,0.9045,0.9045,0.0,0.893
Tp_S_NNN_S_N_nat00016_nat00016_00635.tif,0.8358,0.8358,0.0,0.87
Tp_S_NNN_S_N_nat00020_nat00020_11044.jpg,0.6494,0.6494,0.0,0.848
Tp_S_NNN_S_N_nat00024_nat00024_20084.jpg,0.8896,0.8896,0.0,0.89
Tp_S_NNN_S_N_nat00030_nat00030_00945.tif,0.7337,0.7337,0.0,0.85
Tp_S_NNN_S_N_nat00035_nat00035_00951.tif,0.6289,0.6289,0.0,0.84
Tp_S_NNN_S_N_nat00036_nat00036_00952.tif,0.7007,0.7007,0.0,0.844
Tp_S_NNN_S_N_nat00036_nat00036_11075.jpg,0.7234,0.7234,0.0,0.824
Tp_S_NNN_S_N_nat00037_nat00037_00004.tif,0.4912,0.4912,0.0,0.831
Tp_S_NNN_S_N_nat00037_nat00037_00953.tif,0.8722,0.8722,0.0,0.848
Tp_S_NNN_S_N_nat00042_nat00042_00656.tif,0.8251,0.8251,0.0,0.852
Tp_S_NNN_S_N_nat00043_nat00043_00657.tif,0.7464,0.7464,0.0,0.865
Tp_S_NNN_S_N_nat00044_nat00044_00658.tif,0.7584,0.7584,0.0,0.866
Tp_S_NNN_S_N_nat00045_nat00045_00659.tif,0.7526,0.7526,0.0,0.866
Tp_S_NNN_S_N_nat00046_nat00046_00965.tif,0.5611,0.5611,0.0,0.85
Tp_S_NNN_S_N_nat00047_nat00047_00966.tif,0.8545,0.8545,0.0,0.841
Tp_S_NNN_S_N_nat00048_nat00048_00967.tif,0.8399,0.8399,0.0,0.865
Tp_S_NNN_S_N_nat00050_nat00050_00660.tif,0.7787,0.7787,0.0,0.837
Tp_S_NNN_S_N_nat00050_nat00050_11066.jpg,0.6484,0.6484,0.0,0.833
Tp_S_NNN_S_N_nat00051_nat00051_00661.tif,0.4975,0.4975,0.0,0.83
Tp_S_NNN_S_N_nat00052_nat00052_00662.tif,0.5114,0.5114,0.0,0.839
Tp_S_NNN_S_N_nat00052_nat00052_11082.jpg,0.5894,0.5894,0.0,0.833
Tp_S_NNN_S_N_nat00056_nat00056_00664.tif,0.8187,0.8187,0.0,0.854
Tp_S_NNN_S_N_nat00057_nat00057_00970.tif,0.2554,0.2554,0.0,0.851
Tp_S_NNN_S_N_nat00058_nat00058_00665.tif,0.8734,0.8734,0.0,0.84
Tp_S_NNN_S_N_nat00059_nat00059_00666.tif,0.7685,0.7685,0.0,0.865
Tp_S_NNN_S_N_nat00061_nat00061_00668.tif,0.3775,0.3775,0.0,0.835
Tp_S_NNN_S_N_nat00061_nat00061_10562.jpg,0.3689,0.3689,0.0,0.828
Tp_S_NNN_S_N_nat00062_nat00062_00669.tif,0.4564,0.4564,0.0,0.832
Tp_S_NNN_S_N_nat00063_nat00063_00670.tif,0.804,0.804,0.0,0.847
Tp_S_NNN_S_N_nat00066_nat00066_00697.tif,0.6037,0.6037,0.0,0.854
Tp_S_NNN_S_N_nat00070_nat00070_00698.tif,0.6755,0.6755,0.0,0.862
Tp_S_NNN_S_N_nat00071_nat00071_00672.tif,0.7761,0.7761,0.0,0.853
Tp_S_NNN_S_N_nat00072_nat00072_00673.tif,0.6308,0.6308,0.0,0.831
Tp_S_NNN_S_N_nat00072_nat00072_00978.tif,0.4492,0.4492,0.0,0.842
Tp_S_NNN_S_N_nat00075_nat00075_00981.tif,0.7018,0.7018,0.0,0.847
Tp_S_NNN_S_N_nat00076_nat00076_00674.tif,0.5888,0.5888,0.0,0.849
Tp_S_NNN_S_N_nat00078_nat00078_00675.tif,0.7118,0.7118,0.0,0.851
Tp_S_NNN_S_N_nat00078_nat00078_00984.tif,0.6974,0.6974,0.0,0.846
Tp_S_NNN_S_N_nat00084_nat00084_00679.tif,0.8252,0.8252,0.0,0.855
Tp_S_NNN_S_N_nat00086_nat00086_00681.tif,0.7259,0.7259,0.0,0.84
Tp_S_NNN_S_N_nat00087_nat00087_00009.tif,0.8627,0.8627,0.0,0.862
Tp_S_NNN_S_N_nat00091_nat00091_00683.tif,0.8188,0.8188,0.0,0.844
Tp_S_NNN_S_N_nat00091_nat00091_00993.tif,0.8612,0.8612,0.0,0.847
Tp_S_NNN_S_N_nat00092_nat00092_00684.tif,0.7744,0.7744,0.0,0.847
Tp_S_NNN_S_N_nat10145_nat10145_11976.jpg,0.8132,0.8132,0.0,0.876
Tp_S_NNN_S_N_nat10146_nat10146_11992.jpg,0.2973,0.2973,0.0,0.836
Tp_S_NNN_S_N_nat10154_nat10154_12073.jpg,0.7563,0.7563,0.0,0.857
Tp_S_NNN_S_N_nat10157_nat10157_12039.jpg,0.3333,0.3333,0.0,0.843
Tp_S_NNN_S_N_nat10158_nat10158_12025.jpg,0.388,0.388,0.0,0.834
Tp_S_NNN_S_N_nat10162_nat10162_12087.jpg,0.5842,0.5842,0.0,0.835
Tp_S_NNN_S_N_nat10164_nat10164_12094.jpg,0.7785,0.7785,0.0,0.841
Tp_S_NNN_S_N_nat20003_nat20003_01507.tif,0.6589,0.6589,0.0,0.84
Tp_S_NNN_S_N_nat20004_nat20004_01508.tif,0.7985,0.7985,0.0,0.848
Tp_S_NNN_S_N_nat20005_nat20005_01509.tif,0.6728,0.6728,0.0,0.863
Tp_S_NNN_S_N_nat20007_nat20007_01511.tif,0.572,0.572,0.0,0.851
Tp_S_NNN_S_N_nat20022_nat20022_02222.tif,0.6398,0.6398,0.0,0.854
Tp_S_NNN_S_N_nat20025_nat20025_01529.tif,0.4184,0.4184,0.0,0.842
Tp_S_NNN_S_N_nat20035_nat20035_01539.tif,0.7148,0.7148,0.0,0.844
Tp_S_NNN_S_N_nat20036_nat20036_01540.tif,0.5825,0.5825,0.0,0.842
Tp_S_NNN_S_N_nat20039_nat20039_01543.tif,0.8576,0.8576,0.0,0.873
Tp_S_NNN_S_N_nat20040_nat20040_01544.tif,0.6939,0.6939,0.0,0.841
Tp_S_NNN_S_N_nat20042_nat20042_02241.tif,0.755,0.755,0.0,0.853
Tp_S_NNN_S_N_nat20043_nat20043_02242.tif,0.7275,0.7275,0.0,0.841
Tp_S_NNN_S_N_nat20044_nat20044_01548.tif,0.6979,0.6979,0.0,0.848
Tp_S_NNN_S_N_nat20045_nat20045_02243.tif,0.6638,0.6638,0.0,0.861
Tp_S_NNN_S_N_nat20050_nat20050_01554.tif,0.8214,0.8214,0.0,0.845
Tp_S_NNN_S_N_nat20053_nat20053_01557.tif,0.7524,0.7524,0.0,0.846
Tp_S_NNN_S_N_nat20054_nat20054_02249.tif,0.5563,0.5563,0.0,0.846
Tp_S_NNN_S_N_nat20055_nat20055_02250.tif,0.5547,0.5547,0.0,0.841
Tp_S_NNN_S_N_nat20057_nat20057_02252.tif,0.6108,0.6108,0.0,0.856
Tp_S_NNN_S_N_nat20060_nat20060_01564.tif,0.5421,0.5421,0.0,0.841
Tp_S_NNN_S_N_nat20062_nat20062_01566.tif,0.6533,0.6533,0.0,0.855
Tp_S_NNN_S_N_nat20065_nat20065_01569.tif,0.7656,0.7656,0.0,0.875
Tp_S_NNN_S_N_nat20065_nat20065_02256.tif,0.6227,0.6227,0.0,0.884
Tp_S_NNN_S_N_nat20070_nat20070_01574.tif,0.3326,0.3326,0.0,0.833
Tp_S_NNN_S_N_nat20071_nat20071_01575.tif,0.6271,0.6271,0.0,0.836
Tp_S_NNN_S_N_nat20073_nat20073_01577.tif,0.8539,0.8539,0.0,0.961
Tp_S_NNN_S_N_nat20074_nat20074_01578.tif,0.5252,0.5252,0.0,0.811
Tp_S_NNN_S_N_nat20075_nat20075_01579.tif,0.6893,0.6893,0.0,0.85
Tp_S_NNN_S_N_nat20076_nat20076_01580.tif,0.7719,0.7719,0.0,0.873
Tp_S_NNN_S_N_nat20077_nat20077_01581.tif,0.7917,0.7917,0.0,0.854
Tp_S_NNN_S_N_nat20080_nat20080_01584.tif,0.6728,0.6728,0.0,0.848
Tp_S_NNN_S_N_nat20083_nat20083_01587.tif,0.4036,0.4036,0.0,0.852
Tp_S_NNN_S_N_nat20087_nat20087_01591.tif,0.7292,0.7292,0.0,0.867
Tp_S_NNN_S_N_nat20089_nat20089_01593.tif,0.6382,0.6382,0.0,0.836
Tp_S_NNN_S_N_nat20094_nat20094_01598.tif,0.9382,0.9382,0.0,0.885
Tp_S_NNN_S_N_nat20094_nat20094_02456.tif,0.7285,0.7285,0.0,0.866
Tp_S_NNN_S_N_nat20096_nat20096_01600.tif,0.7613,0.7613,0.0,0.858
Tp_S_NNN_S_N_nat20100_nat20100_01604.tif,0.6967,0.6967,0.0,0.852
Tp_S_NNN_S_N_pla00002_pla00002_00542.tif,0.8067,0.8067,0.0,0.87
Tp_S_NNN_S_N_pla00002_pla00002_10922.jpg,0.5464,0.5464,0.0,0.865
Tp_S_NNN_S_N_pla00003_pla00003_00543.tif,0.8333,0.8333,0.0,0.883
Tp_S_NNN_S_N_pla00005_pla00005_00545.tif,0.9301,0.9301,0.0,0.893
Tp_S_NNN_S_N_pla00006_pla00006_00546.tif,0.9003,0.9003,0.0,0.874
Tp_S_NNN_S_N_pla00008_pla00008_00547.tif,0.4092,0.4092,0.0,0.844
Tp_S_NNN_S_N_pla00008_pla00008_01130.tif,0.8534,0.8534,0.0,0.877
Tp_S_NNN_S_N_pla00011_pla00011_00550.tif,0.6477,0.6477,0.0,0.846
Tp_S_NNN_S_N_pla00011_pla00011_01133.tif,0.9188,0.9188,0.0,0.884
Tp_S_NNN_S_N_pla00012_pla00012_00551.tif,0.9578,0.9578,0.0,0.909
Tp_S_NNN_S_N_pla00013_pla00013_01134.tif,0.8197,0.8197,0.0,0.875
Tp_S_NNN_S_N_pla00013_pla00013_10966.jpg,0.6482,0.6482,0.0,0.853
Tp_S_NNN_S_N_pla00013_pla00013_20067.jpg,0.8768,0.8768,0.0,0.877
Tp_S_NNN_S_N_pla00014_pla00014_00553.tif,0.6022,0.6022,0.0,0.858
Tp_S_NNN_S_N_pla00015_pla00015_00554.tif,0.7938,0.7938,0.0,0.835
Tp_S_NNN_S_N_pla00015_pla00015_01135.tif,0.9517,0.9517,0.0,0.889
Tp_S_NNN_S_N_pla00015_pla00015_10958.jpg,0.7277,0.7277,0.0,0.837
Tp_S_NNN_S_N_pla00016_pla00016_00555.tif,0.8248,0.8248,0.0,0.858
Tp_S_NNN_S_N_pla00016_pla00016_01136.tif,0.7375,0.7375,0.0,0.842
Tp_S_NNN_S_N_pla00017_pla00017_10959.jpg,0.8745,0.8745,0.0,0.866
Tp_S_NNN_S_N_pla00018_pla00018_00556.tif,0.8579,0.8579,0.0,0.866
Tp_S_NNN_S_N_pla00018_pla00018_01138.tif,0.8831,0.8831,0.0,0.877
Tp_S_NNN_S_N_pla00020_pla00020_00558.tif,0.9202,0.9202,0.0,0.87
Tp_S_NNN_S_N_pla00020_pla00020_01140.tif,0.8664,0.8664,0.0,0.865
Tp_S_NNN_S_N_pla00021_pla00021_00559.tif,0.7171,0.7171,0.0,0.85
Tp_S_NNN_S_N_pla00021_pla00021_00942.tif,0.6969,0.6969,0.0,0.852
Tp_S_NNN_S_N_pla00022_pla00022_20085.jpg,0.9183,0.9183,0.0,0.892
Tp_S_NNN_S_N_pla00023_pla00023_00560.tif,0.9448,0.9448,0.0,0.873
Tp_S_NNN_S_N_pla00023_pla00023_20086.jpg,0.9271,0.9271,0.0,0.918
Tp_S_NNN_S_N_pla00025_pla00025_00562.tif,0.4373,0.4373,0.0,0.853
Tp_S_NNN_S_N_pla00025_pla00025_01142.tif,0.602,0.602,0.0,0.858
Tp_S_NNN_S_N_pla00026_pla00026_00563.tif,0.6689,0.6689,0.0,0.852
Tp_S_NNN_S_N_pla00027_pla00027_00564.tif,0.6928,0.6928,0.0,0.858
Tp_S_NNN_S_N_pla00028_pla00028_01144.tif,0.6049,0.6049,0.0,0.839
Tp_S_NNN_S_N_pla00029_pla00029_01145.tif,0.9621,0.9621,0.0,0.995
Tp_S_NNN_S_N_pla00030_pla00030_00566.tif,0.8515,0.8515,0.0,0.819
Tp_S_NNN_S_N_pla00030_pla00030_10946.jpg,0.7013,0.7013,0.0,0.821
Tp_S_NNN_S_N_pla00031_pla00031_00567.tif,0.7011,0.7011,0.0,0.849
